review_number,brand,variety,style,country,stars,continent
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4,Asia
2087,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4,Asia
2082,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4,Asia
2081,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4,Asia
2080,Fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4,Asia
2078,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4,Asia
2073,Great Value,Spicy Ramen Noodles,Pack,Canada,4,North America
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,Asia
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,Asia
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4,Asia
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,Europe
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,Asia
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,United States,4,North America
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,Asia
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,Asia
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,United States,4,North America
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,Asia
1883,Myojo,Mee Goreng,Pack,Singapore,4,Asia
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,Asia
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,Asia
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,Asia
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4,Asia
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,Asia
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,Asia
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,Asia
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,Asia
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,Asia
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,Asia
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,Asia
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,Asia
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,Asia
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,Asia
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,Asia
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,Asia
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,Asia
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,Asia
1709,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,Europe
1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4,Asia
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,Asia
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,United States,4,North America
1690,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4,Asia
1685,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4,Asia
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,Asia
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,Asia
1646,New Way,Spaghetti Instant Noodles,Tray,Vietnam,4,Asia
1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4,Asia
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,United States,4,North America
1615,Hankow,Shanghai Kaiyang Noodle,Pack,China,4,Asia
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,Asia
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,Asia
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4,Asia
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,United States,4,North America
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4,Asia
1582,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4,Asia
1579,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4,Asia
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,Asia
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,Asia
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,Asia
1530,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4,Asia
1529,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4,Asia
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4,Asia
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,Asia
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,Asia
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,Asia
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4,Asia
1482,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4,Asia
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,Asia
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,Asia
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,Asia
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4,Asia
1461,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4,Asia
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,Asia
1454,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4,Asia
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,Asia
1449,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4,Asia
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,Asia
1435,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4,Asia
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,Asia
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,Asia
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4,Asia
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,Asia
1404,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4,Asia
1397,Wu-Mu,Steam Seafood Flavor Ramen,Pack,Taiwan,4,Asia
1392,Miracle Noodle,Miso Marvellous Soup,Pack,United States,4,North America
1387,Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4,Asia
1379,Takamori Kosan,Shio Yakisoba,Pack,Japan,4,Asia
1375,Takamori Kosan,Spaghetti Napolitan,Pack,Japan,4,Asia
1358,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,Asia
1351,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,Asia
1347,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4,Asia
1344,Lotus Foods,Millet & Brown Rice Ramen,Pack,United States,4,North America
1335,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,United States,4,North America
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,Asia
1318,Nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4,Asia
1311,Pop Bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4,Asia
1298,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4,Asia
1289,JML,Braised Beef Noodles,Pack,China,4,Asia
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,Asia
1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,Asia
1257,ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4,Asia
1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,Asia
1247,Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4,Asia
1246,Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,United States,4,North America
1242,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,United States,4,North America
1240,Maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,Malaysia,4,Asia
1239,SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4,Asia
1230,Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4,Asia
1224,HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4,Asia
1210,A-Sha Dry Noodle,Hell Spicy Mala,Pack,Taiwan,4,Asia
1194,Paldo,Namja Ramyun (US Version),Bowl,South Korea,4,Asia
1191,GaGa,Seribu 1000 Goreng Spesial,Pack,Indonesia,4,Asia
1181,Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4,Asia
1177,ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4,Asia
1174,Itomen,Crab Flavor Instant Ramen,Pack,Japan,4,Asia
1158,Nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,Hong Kong,4,Asia
1153,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4,Asia
1152,Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4,Asia
1142,Asian Thai Foods,Miteri Instant Noodles Chicken Flavor,Pack,Nepal,4,Asia
1134,Hi-Myon,Katsuo Udon,Pack,South Korea,4,Asia
1126,GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4,Asia
1114,Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4,Asia
1091,Amianda,Homely Dried Noodles - Original Flavor,Pack,Taiwan,4,Asia
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,Asia
1071,Nissin,Raoh Soy Sauce Taste,Pack,Japan,4,Asia
1070,HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4,Asia
1064,Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,United States,4,North America
1061,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,United States,4,North America
1058,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4,Asia
1053,A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4,Asia
1047,New Touch,Yakisoba Noodle,Tray,Japan,4,Asia
1046,Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,United States,4,North America
1041,Ko-Lee,Instant Noodles Super Chow Mein,Pack,UK,4,Europe
1037,Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,Asia
1032,Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,Asia
1031,HoMyeonDang,Premium Noodle House Don Ramyun,Pack,South Korea,4,Asia
1028,Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4,Asia
1027,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,Asia
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,Asia
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,United States,4,North America
1006,Amino,Barszcz czerwony (Borscht),Pack,Poland,4,Europe
996,Maruchan,Bowl Chicken Flavor,Bowl,United States,4,North America
989,GS25,Gonghwachun Jjamppong,Pack,South Korea,4,Asia
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,Asia
981,S&S,Saimin,Pack,United States,4,North America
980,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,United States,4,North America
979,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,United States,4,North America
976,Nissin,Donbei Tensoba,Bowl,Japan,4,Asia
971,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,United States,4,North America
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,United States,4,North America
966,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,United States,4,North America
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,Asia
951,Vifon,Pomidorowa (Mild Tomato),Pack,Poland,4,Europe
947,Maruchan,Yakisoba Jalapeno Cheddar,Tray,United States,4,North America
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,Asia
914,Nissin,Ramen Shop Sapporo Miso,Pack,Japan,4,Asia
907,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4,Asia
897,FMF,Chow Masala,Pack,Fiji,4,Oceania
889,Yamachan,Rich Shoyu Ramen,Pack,United States,4,North America
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,United States,4,North America
884,Yamachan,Miso Ramen - Mild,Pack,United States,4,North America
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,Asia
867,Indomie,Rasa Coto Makassar,Pack,Indonesia,4,Asia
866,Master Kong,Mianba,Pack,China,4,Asia
852,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4,Asia
850,Nissin,Top Ramen Short Cuts Chicken,Pack,United States,4,North America
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,Asia
841,Nongshim,Chapagetti (South Korean),Pack,South Korea,4,Asia
838,Sarimi,Soto Koya Gurih,Pack,Indonesia,4,Asia
819,Maruchan,Tempura Soba,Pack,Japan,4,Asia
818,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4,Asia
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4,Asia
807,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4,Asia
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4,Asia
789,SuperMi,GoKar,Pack,Indonesia,4,Asia
771,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4,Asia
727,Indomie,Rasa Empal Gentong,Pack,Indonesia,4,Asia
726,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4,Asia
721,Nongshim,Bowl Noodle Savory Beef,Bowl,United States,4,North America
713,Nissin,Spoon-it Creamy Chicken,Pack,United States,4,North America
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4,North America
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,United States,4,North America
698,Nissin,Chow Mein Orange Chicken,Tray,United States,4,North America
678,Wang,Kitsune Udon,Bowl,South Korea,4,Asia
669,Nissin,Gozen Tempura,Bowl,Japan,4,Asia
663,Paldo,Jjajangmen Black Bean,Pack,South Korea,4,Asia
653,Dragonfly,Artificial Pork Ribs,Pack,China,4,Asia
651,Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4,Asia
650,Dragonfly,Artificial Chicken,Pack,China,4,Asia
625,Pot Noodle,Bombay Bad Boy,Cup,UK,4,Europe
606,Six Fortune,U-Dong,Pack,South Korea,4,Asia
601,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4,Asia
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4,Asia
593,Nongshim,Chapagetti Chajang,Pack,South Korea,4,Asia
568,Paldo,Gomtang,Cup,South Korea,4,Asia
565,Batchelors,Super Noodles To Go Curry,Bowl,UK,4,Europe
560,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4,Asia
549,Mi Sedaap,Supreme Soto,Pack,Indonesia,4,Asia
513,Dragonfly,Artificial Onion,Bowl,China,4,Asia
509,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4,Asia
497,Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4,Asia
452,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4,Asia
451,Myojo,Ippeichan Soybean Paste,Bowl,Japan,4,Asia
443,Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4,Asia
422,Vifon,Mi Lau Thai Thai Stle,Bowl,Vietnam,4,Asia
409,Payless,Instant Mami Chicken,Pack,Philippines,4,Asia
390,Menraku,Curry Soba,Bowl,Japan,4,Asia
384,Nissin,Demae Iccho Tom Yam Goong Macaroni,Pack,Japan,4,Asia
377,Sau Tao,Ho Fan Abalone Chicken,Bowl,Hong Kong,4,Asia
357,Payless,Xtra Big Kalamansi Pancit Canton,Pack,Philippines,4,Asia
340,Shirakiku,Japanese Style Tokusen Shoyu,Pack,Japan,4,Asia
326,Little Cook,TVP Curry Chicken,Bowl,Thailand,4,Asia
320,Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,United States,4,North America
317,Maruchan,Yakisoba Cheddar Cheese,Tray,United States,4,North America
286,Myojo,Hyoubanya No Yakisoba Oriental,Tray,Japan,4,Asia
283,Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4,Asia
280,Rhee Bros Assi,Rice Noodle Katsuo,Tray,South Korea,4,Asia
277,Vina Acecook,Oh! Ricey Beef Rice Noodles,Pack,Vietnam,4,Asia
274,Ve Wong,Kung Fu Artificial Soybean Paste,Pack,Taiwan,4,Asia
266,Vina Acecook,Mi Lau Thai Shrimp,Pack,Vietnam,4,Asia
259,Vina Acecook,Mi Lau Thai Seafood,Pack,Vietnam,4,Asia
254,Vina Acecook,Daily Hot & Spicy Tom Yun,Pack,Vietnam,4,Asia
241,Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,United States,4,North America
238,Nissin,Chow Noodles Tomato Basil,Bowl,United States,4,North America
226,Nissin,Chow Noodles Cheddar Cheese,Tray,United States,4,North America
217,Samyang,Bowl Noodle Kimchi,Bowl,South Korea,4,Asia
213,Nongshim,Bowl Noodle Spicy Artificial Lobster,Bowl,United States,4,North America
188,Nongshim,Udon,Pack,South Korea,4,Asia
187,Paldo,Hwa Ramyun Soy Peptide,Pack,South Korea,4,Asia
149,Maruchan,Akai Kitsune Udon,Bowl,Japan,4,Asia
122,Doll,Shrimp Wonton,Pack,Hong Kong,4,Asia
121,Ottogi,Bekse Curry,Pack,South Korea,4,Asia
120,Samyang,Beef,Pack,South Korea,4,Asia
117,Ottogi,Ramyonsari,Pack,South Korea,4,Asia
113,Nongshim,Hooroorook,Pack,South Korea,4,Asia
74,Nissin,Demae Ramen Shoyu,Pack,Japan,4,Asia
70,Nissin,Demae Ramen XO Sauce Seafood,Pack,Japan,4,Asia
68,Wei Lih,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,Taiwan,4,Asia
66,Maruchan,Ramen Noodle Soup Pork,Pack,United States,4,North America
52,Indomie,Chicken Curry,Pack,Indonesia,4,Asia
31,Myojo,Ippeichan Yakisoba,Tray,Japan,4,Asia
27,Nissin,Demae Ramen Curry Flavor,Pack,Japan,4,Asia
26,Nissin,Soba Noodles With Mayo Mustard Squirt,Pack,Japan,4,Asia
21,Nongshim,Champong Oriental Noodles,Pack,South Korea,4,Asia
19,Nongshim,Shin Ramyun,Pack,South Korea,4,Asia
412,Maruchan,Midori No Tanuki,Bowl,Japan,4,Asia
176,Paldo,Dosirac Pork,Tray,South Korea,4,Asia
3171,Doll,Bowl Noodle Satay & Beef Flavour,Bowl,Hong Kong,4,Asia
3146,Nissin,Yakisoba Instant Pancit Spicy Chicken Flavor,Cup,Philippines,4,Asia
3120,Nissin,Cup Noodles Diablo,Cup,Mexico,4,South America
3085,Sapporo Ichiban,Oil Soba Shrimp,Bowl,Japan,4,Asia
3074,Maggi,Pedas Giler Ayam Bakar Mi Goreng,Pack,Malaysia,4,Asia
3055,Mamee-Shinsegae,Daebak Spicy Fried Chicken Dry Noodle,Pack,Malaysia,4,Asia
3007,Myojo,Char Mee 100,Pack,Singapore,4,Asia
2999,Uni-President,Pickled Cabbage Beef Stir Noodle Bowl,Bowl,China,4,Asia
2997,Rooster,Chili Seafood Flavour,Pack,Canada,4,North America
2990,Nissin Miojo,Turma Da Monica Sabor Tomate Suave,Pack,Brazil,4,South America
2987,Tapatio,Ramen Noodle Soup Beef Flavor,Bowl,United States,4,North America
2918,Nissin,U.F.O. Cheese Curry Yakisoba,Tray,Japan,4,Asia
2904,Wei Lih,Beef Noodle,Pack,Taiwan,4,Asia
2855,Yum Yum,Tem Tem Tom Klong Pla Krob,Cup,Thailand,4,Asia
2851,Vedan,Jhen Mian Tang Dry Noodles With Basil,Pack,Taiwan,4,Asia
2832,Nissin,Cup Noodle Curry,Cup,United States,4,North America
2823,Wei Lih,Hell Spicy Dry Noodle With Soup,Pack,Taiwan,4,Asia
2803,World O Noodle,Curry Flavour Instant Noodle,Pack,Malaysia,4,Asia
2790,Mike's Mighty Good Craft Ramen,Savory Miso Flavor Ramen Soup,Pack,United States,4,North America
2766,LeeZen,Sesame Oil Angelica & Sinensis Instant Noodles,Pack,Taiwan,4,Asia
2746,Ve Wong,Fried Noodles With Mexican Chili Flavor,Pack,Taiwan,4,Asia
2726,Wei Lih,Chinese Special Spicy Pork Noodle,Bowl,Taiwan,4,Asia
2719,Yamamoto,Umakaro Negi Ramen,Bowl,Japan,4,Asia
2693,Qicaiyuan,Liangpi (Shaanxik cold noodle),Pack,China,4,Asia
2690,Village Vanguard,No Men,Pack,Japan,4,Asia
2686,Sapporo Ichiban,Coriander & Chicken Noodle,Cup,Japan,4,Asia
2680,Samyang Foods,Carbo Type Buldak Bokkeummyun,Pack,South Korea,4,Asia
2652,Maitri,Vegetarian Rasa Soto,Pack,Indonesia,4,Asia
2650,Paldo,Flaming Hot Savoury Cheese Noodle,Pack,South Korea,4,Asia
2649,Myojo,Mee Poh Dry (New Recipe),Pack,Singapore,4,Asia
2633,Myojo,Chukazanmai Premium Sour & Spicy Noodle Soup,Bowl,Japan,4,Asia
2591,Myojo,Charumera Licca Chan Onion Gratin Soup Noodle,Cup,Japan,4,Asia
2587,Sunfeast,Yippee! Noodles Magic Masala,Pack,India,4,Asia
2582,Acecook,Super Cup Shoyu Butter Corn Ramen,Bowl,Japan,4,Asia
2568,Nongshim,Mr. Bibim Stir-Fried Kimchi Flavor,Pack,South Korea,4,Asia
2560,Nissin,Cup Noodles Laksa Flavour,Cup,Hong Kong,4,Asia
2556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,4,Asia
2555,Samyang Foods,Song Song Kimchi Big Bowl,Bowl,South Korea,4,Asia
2531,Uni-President,Pickled Cabbage Beef,Pack,China,4,Asia
2480,Acecook,Pork Wantan Men,Bowl,Japan,4,Asia
2474,Ottogi,Ppushu Ppushu Noodle Snack Chilli Cheese Flavor,Pack,South Korea,4,Asia
2468,Acecook,Dossari Yasai Chanpon,Cup,Japan,4,Asia
2456,KOKA,Signature Spicy Singapore Fried Noodles Instant Noodles,Pack,Singapore,4,Asia
2445,KOKA,Delight Laksa Singapura Flavor Instant Non-Fried Noodles,Pack,Singapore,4,Asia
2434,Happy Cook,Old Beijing Fried Bean Sauce Noodle,Pack,Taiwan,4,Asia
2416,Xiuhe,Hot & Sour Beef Noodles,Bowl,China,4,Asia
2395,Master Kong,Chicken Flavor Instant Noolde,Pack,China,4,Asia
2388,Hua Feng,Three Fresh Delicacies Instant Noodle,Pack,China,4,Asia
2384,Sichuan Guangyou,9999 Chongqing Artificial Beef Flavor Instant Noodle,Pack,China,4,Asia
2369,Samyang Foods,Curry Buldak Bokkeummyun,Pack,South Korea,4,Asia
2286,Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,4,Asia
2273,Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4,Asia
2263,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4,Asia
2258,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4,Asia
2236,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4,Asia
2214,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4,Asia
2204,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4,South America
2202,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4,Asia
2163,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4,Asia
2137,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4,Asia
2130,Kang Shi Fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4,Asia
2109,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4,Asia
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4,Asia
2042,Suimin,Noodles Mi Goreng,Cup,Australia,4,Oceania
2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4,Asia
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4,Asia
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4,Asia
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,Asia
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4,Asia
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4,South America
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4,Europe
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,United States,4,North America
1887,Myojo,Mee Poh Dry,Pack,Singapore,4,Asia
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,4,Europe
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4,Asia
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4,Asia
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,United States,4,North America
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4,Asia
1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4,Asia
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4,Asia
1740,Master Kong,Braised Beef Noodle,Pack,China,4,Asia
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4,Asia
1734,Koka,Laksa Singapura,Pack,Singapore,4,Asia
1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4,Asia
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4,Asia
1675,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4,Asia
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4,Asia
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4,Asia
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4,Asia
